Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3590.0,4250.0
Kope,4250.0,4690.0
Utica,4690.0,4730.0
PointPleasant,4730.0,4850.0
TL,,
BlackRiver,4990.0,5500.0
GullRiver,5500.0,5650.0
WellsCreek,5650.0,5750.0
