Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3850.0,4650.0
Kope,4650.0,5050.0
Utica,5050.0,5200.0
PointPleasant,5200.0,5300.0
TL,5300.0,5350.0
BlackRiver,5490.0,6000.0
GullRiver,6000.0,6100.0
WellsCreek,6100.0,6200.0
