Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4750.0,5450.0
Kope,5450.0,5950.0
Utica,5950.0,6050.0
PointPleasant,6050.0,6100.0
TL,,
BlackRiver,6250.0,6810.0
GullRiver,6810.0,6900.0
WellsCreek,6900.0,6960.0
