Rock Unit,start depth[m],end depth [m]
,,
Ordovician,550.0,1000.0
Kope,1000.0,1180.0
Utica,1180.0,1450.0
PointPleasant,,
TL,1450.0,1600.0
BlackRiver,1600.0,2050.0
GullRiver,2050.0,2100.0
WellsCreek,2100.0,2150.0
