Rock Unit,start depth[m],end depth [m]
,,
Ordovician,650.0,1175.0
Kope,1175.0,1390.0
Utica,1390.0,1490.0
TL,1490.0,1540.0
BlackRiver,1700.0,2110.0
GullRiver,2110.0,2200.0
WellsCreek,2200.0,2250.0
