Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3200.0,3700.0
Kope,3700.0,4120.0
PointPleasant,4120.0,4320.0
TL,4320.0,4350.0
BlackRiver,4490.0,4950.0
GullRiver,4950.0,5050.0
WellsCreek,5050.0,5150.0
