Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3000.0,3600.0
Kope,3600.0,4000.0
Utica,,
PointPleasant,4000.0,4150.0
TL,4150.0,4200.0
BlackRiver,4290.0,4790.0
GullRiver,4790.0,4850.0
WellsCreek,,
