Rock Unit,start depth[m],end depth [m]
,,
Ordovician,,
Kope,100.0,400.0
Utica,,
PointPleasant,400.0,510.0
TL,510.0,600.0
BlackRiver,690.0,1020.0
GullRiver,1020.0,1100.0
WellsCreek,1100.0,1180.0
