Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3600.0,4370.0
Kope,4370.0,4750.0
Utica,4750.0,4850.0
PointPleasant,4850.0,4990.0
TL,,
BlackRiver,5150.0,5700.0
GullRiver,5700.0,5750.0
WellsCreek,5750.0,5800.0
