Rock Unit,start depth[m],end depth [m]
,,
Ordovician,5140.0,5950.0
Kope,6350.0,6850.0
Utica,6850.0,6950.0
PointPleasant,6950.0,7100.0
TL,7100.0,7250.0
BlackRiver,7250.0,7600.0
GullRiver,7600.0,7690.0
WellsCreek,7690.0,7780.0
