Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3600.0,4350.0
Kope,4350.0,4700.0
Utica,4700.0,4750.0
PointPleasant,4750.0,4900.0
TL,4900.0,4950.0
BlackRiver,5090.0,5600.0
GullRiver,5600.0,5700.0
WellsCreek,,
