Rock Unit,start depth[m],end depth [m]
,,
Ordovician,550.0,1100.0
Kope,1100.0,1340.0
Utica,1340.0,1440.0
PointPleasant,1440.0,1500.0
TL,,
BlackRiver,1550.0,1950.0
GullRiver,1950.0,2050.0
WellsCreek,2050.0,2100.0
