Rock Unit,start depth[m],end depth [m]
,,
Ordovician,11400.0,12350.0
Kope,13350.0,14050.0
Utica,14050.0,14200.0
PointPleasant,14200.0,14300.0
TL,14300.0,14750.0
BlackRiver,14750.0,15200.0
GullRiver,15250.0,15300.0
WellsCreek,15300.0,15400.0
