Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4630.0,5390.0
Kope,5390.0,5800.0
Utica,5800.0,5930.0
PointPleasant,5930.0,6000.0
TL,,
BlackRiver,6200.0,6750.0
GullRiver,6750.0,6820.0
WellsCreek,6820.0,6900.0
