Rock Unit,start depth[m],end depth [m]
,,
Ordovician,0.0,200.0
Kope,200.0,450.0
PointPleasant,450.0,550.0
TL,550.0,700.0
BlackRiver,700.0,1050.0
GullRiver,1050.0,1150.0
WellsCreek,1150.0,1200.0
