Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4350.0,5050.0
Kope,5050.0,5500.0
Utica,5500.0,5650.0
PointPleasant,5650.0,5700.0
TL,,
BlackRiver,5850.0,6400.0
GullRiver,6400.0,6500.0
WellsCreek,6500.0,6550.0
