Rock Unit,start depth[m],end depth [m]
,,
Ordovician,400.0,700.0
Kope,700.0,800.0
Utica,800.0,1000.0
TL,1000.0,1100.0
BlackRiver,1100.0,1500.0
GullRiver,1500.0,1650.0
WellsCreek,1650.0,1700.0
