Rock Unit,start depth[m],end depth [m]
,,
Ordovician,500.0,970.0
Kope,970.0,1100.0
Utica,1100.0,1350.0
TL,1350.0,1510.0
BlackRiver,1510.0,1900.0
GullRiver,1910.0,1990.0
WellsCreek,,
