Rock Unit,start depth[m],end depth [m]
,,
Ordovician,1150.0,1475.0
Kope,1475.0,1500.0
Utica,1500.0,1750.0
TL,1750.0,1850.0
BlackRiver,1850.0,2200.0
GullRiver,2200.0,2300.0
WellsCreek,2300.0,2350.0
