Rock Unit,start depth[m],end depth [m]
,,
Ordovician,1850.0,2360.0
Kope,2360.0,2400.0
Utica,2400.0,2600.0
PointPleasant,,
TL,2600.0,2850.0
BlackRiver,2850.0,3150.0
GullRiver,,
WellsCreek,,
