Rock Unit,start depth[m],end depth [m]
,,
Ordovician,5000.0,5530.0
Kope,5530.0,5950.0
Utica,,
PointPleasant,5950.0,6050.0
TL,6050.0,6400.0
BlackRiver,6600.0,7350.0
GullRiver,7350.0,7750.0
WellsCreek,7750.0,8500.0
