Rock Unit,start depth[m],end depth [m]
,,
Ordovician,0.0,200.0
Kope,200.0,350.0
Utica,350.0,550.0
TL,550.0,700.0
BlackRiver,700.0,1050.0
GullRiver,1050.0,1150.0
WellsCreek,1150.0,1200.0
