Rock Unit,start depth[m],end depth [m]
,,
Ordovician,300.0,805.0
Kope,805.0,1000.0
Utica,1000.0,1300.0
PointPleasant,,
TL,1300.0,1400.0
BlackRiver,1400.0,1800.0
GullRiver,1800.0,1880.0
WellsCreek,,
