Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3900.0,4750.0
Kope,4750.0,5150.0
Utica,5150.0,5250.0
PointPleasant,5250.0,5400.0
TL,5400.0,5475.0
BlackRiver,5550.0,6100.0
GullRiver,6100.0,6190.0
WellsCreek,6190.0,6200.0
