Rock Unit,start depth[m],end depth [m]
,,
Ordovician,300.0,690.0
Kope,,
Utica,690.0,970.0
PointPleasant,970.0,1080.0
TL,1080.0,1200.0
BlackRiver,1290.0,1670.0
GullRiver,1670.0,1780.0
WellsCreek,,
