Rock Unit,start depth[m],end depth [m]
,,
Ordovician,300.0,800.0
Kope,800.0,950.0
Utica,950.0,1290.0
PointPleasant,,
TL,1290.0,1380.0
BlackRiver,1380.0,1800.0
GullRiver,1800.0,1850.0
WellsCreek,1850.0,1900.0
