Rock Unit,start depth[m],end depth [m]
,,
Ordovician,10400.0,11450.0
Kope,11990.0,12500.0
Utica,12500.0,12700.0
PointPleasant,12700.0,12800.0
TL,12800.0,13000.0
BlackRiver,13000.0,13690.0
GullRiver,13800.0,13950.0
WellsCreek,13950.0,14450.0
