Rock Unit,start depth[m],end depth [m]
,,
Ordovician,3700.0,4800.0
Kope,4800.0,5100.0
Utica,5100.0,5300.0
PointPleasant,5300.0,5500.0
TL,5500.0,5600.0
BlackRiver,5600.0,6050.0
GullRiver,6050.0,6110.0
WellsCreek,6110.0,6150.0
