Rock Unit,start depth[m],end depth [m]
,,
Ordovician,1200.0,1700.0
Kope,,
Utica,1700.0,2050.0
PointPleasant,2050.0,2150.0
TL,2150.0,2200.0
BlackRiver,2300.0,2700.0
GullRiver,2700.0,2750.0
WellsCreek,,
