Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4300.0,5100.0
Kope,5500.0,5900.0
Utica,5900.0,6110.0
PointPleasant,6110.0,6200.0
TL,6200.0,6350.0
BlackRiver,6350.0,6690.0
GullRiver,6750.0,6800.0
WellsCreek,6800.0,6820.0
