Rock Unit,start depth[m],end depth [m]
,,
Ordovician,550.0,850.0
Kope,850.0,1010.0
PointPleasant,1010.0,1100.0
TL,1100.0,1300.0
BlackRiver,1375.0,1830.0
GullRiver,1830.0,2110.0
WellsCreek,2110.0,2150.0
