Rock Unit,start depth[m],end depth [m]
,,
Ordovician,750.0,1300.0
Kope,1300.0,1450.0
Utica,1440.0,1680.0
TL,1680.0,1800.0
BlackRiver,1850.0,2210.0
GullRiver,2210.0,2300.0
WellsCreek,2300.0,2310.0
