Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4890.0,5850.0
Kope,5850.0,6300.0
Utica,6300.0,6480.0
PointPleasant,6480.0,6500.0
TL,6500.0,6570.0
BlackRiver,6710.0,7300.0
GullRiver,7300.0,7400.0
WellsCreek,7400.0,7450.0
