Rock Unit,start depth[m],end depth [m]
,,
Ordovician,2950.0,3600.0
Kope,3600.0,3950.0
Utica,3950.0,4120.0
PointPleasant,4120.0,4300.0
TL,,
BlackRiver,4400.0,4950.0
GullRiver,4950.0,5000.0
WellsCreek,5000.0,5020.0
