Rock Unit,start depth[m],end depth [m]
,,
Ordovician,7000.0,7800.0
Kope,8150.0,8600.0
Utica,8600.0,8850.0
PointPleasant,8850.0,8950.0
TL,8950.0,9110.0
BlackRiver,9110.0,9700.0
GullRiver,9700.0,9850.0
WellsCreek,9850.0,9950.0
