Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4990.0,5490.0
Kope,5490.0,5850.0
Utica,,
PointPleasant,5850.0,5920.0
TL,5950.0,6290.0
BlackRiver,6450.0,7150.0
GullRiver,7150.0,7450.0
WellsCreek,7450.0,7810.0
