Rock Unit,start depth[m],end depth [m]
,,
Ordovician,420.0,950.0
Kope,950.0,1150.0
Utica,1150.0,1350.0
PointPleasant,1350.0,1400.0
TL,,
BlackRiver,1550.0,1950.0
GullRiver,1950.0,2000.0
WellsCreek,,
