Rock Unit,start depth[m],end depth [m]
,,
Ordovician,1750.0,2150.0
Kope,2150.0,2250.0
Utica,2250.0,2350.0
PointPleasant,,
TL,2350.0,2750.0
BlackRiver,2750.0,3000.0
GullRiver,,
WellsCreek,,
