Rock Unit,start depth[m],end depth [m]
,,
Ordovician,4410.0,4690.0
Kope,5000.0,5400.0
PointPleasant,5400.0,5600.0
TL,5600.0,5650.0
BlackRiver,5800.0,6310.0
GullRiver,6310.0,6480.0
WellsCreek,6480.0,6580.0
