Rock Unit,start depth[m],end depth [m]
,,
Ordovician,2000.0,2400.0
Kope,2400.0,2500.0
Utica,2500.0,2650.0
PointPleasant,,
TL,2650.0,3050.0
BlackRiver,3050.0,3400.0
GullRiver,,
WellsCreek,,
