Rock Unit,start depth[m],end depth [m]
,,
Ordovician,350.0,850.0
Kope,,
Utica,850.0,1200.0
PointPleasant,1200.0,1300.0
TL,1300.0,1400.0
BlackRiver,1420.0,1810.0
GullRiver,1810.0,1900.0
WellsCreek,,
